,taxid,seasonality,curr,pnv,perc
681,191993, resident,9.58368E+11,1.43958E+12,0.665729379
682,192018, resident,1.2738E+11,1.55575E+11,0.818763679
684,192081, resident,118537608,350032128,0.338647794
685,191970, resident,1.29087E+11,6.4299E+11,0.200760719
686,192025, resident,6.38079E+11,1.81697E+12,0.351178663
689,192059, resident,2.55668E+11,5.30908E+11,0.481568031
690,192054, resident,6.70479E+11,1.30458E+12,0.513943725
691,192049, resident,41203623138,45766276022,0.90030535
693,192084, resident,9113902172,13862481173,0.657451005
694,191988, resident,6.99934E+11,8.7351E+11,0.801289088
695,192088, resident,1598863232,1665640640,0.959908874
697,192091, resident,605090.8125,60320464,0.010031269
700,192085, resident,5784398240,11267967616,0.513348852
702,192017, resident,4.83985E+11,9.06354E+11,0.533991308
704,192076, resident,1.39514E+11,2.80903E+11,0.496665077
705,192060, resident,6.54003E+11,1.06908E+12,0.611742226
707,192107, resident,101394237.8,4554839438,0.022260771
708,192071, resident,9.13242E+11,1.32586E+12,0.68879171
709,192006, resident,2.51282E+12,2.95785E+12,0.849544708
711,192079, resident,1.09858E+11,1.91819E+11,0.572716049
712,192056, resident,5.13739E+11,9.82518E+11,0.522880159
715,192097, resident,19528286208,32052817248,0.609253348
716,192092, resident,78453145360,1.44937E+11,0.54128973
717,192112, resident,440594336,455118288,0.968087523
718,192072, resident,2.66712E+11,5.33666E+11,0.499774
719,192087, resident,213872694,328298260,0.651458506
724,192077, resident,4.88156E+11,6.11049E+11,0.798882248
725,192074, resident,1.1396E+11,1.39884E+11,0.814677155
726,192117, resident,1.0145E+11,1.83567E+11,0.552660262
727,192067, resident,7.4345E+11,1.26211E+12,0.589052112
728,192129, resident,2953991447,23953022240,0.123324373
730,192121, resident,1.3946E+11,1.52283E+11,0.915794135
731,192137, resident,251551792,1607816320,0.156455553
732,192083, resident,2.14377E+11,2.2469E+11,0.954102541
733,192132, resident,3798032552,6202292224,0.612359498
734,192101, resident,4662063813,4775281543,0.976290879
735,192139, resident,261049824,296466656,0.880536879
737,192143, resident,272539808,409915040,0.664869013
738,192065, resident,1.47142E+11,3.65617E+11,0.402448327
739,192144, resident,409281664,635924608,0.643600922
740,192134, resident,6876325799,38522531456,0.1785014
741,191942, resident,1.7461E+12,4.20607E+12,0.41513795
742,192151, resident,85232438.5,90547617.75,0.941299624
744,192119, resident,1.42733E+11,1.5175E+11,0.940580165
745,192098, resident,1.80409E+11,2.09697E+11,0.860330674
746,192146, resident,62012275424,88444384704,0.701144291
747,192155, resident,294418824,381094256,0.772561694
748,192150, resident,72533914400,1.32862E+11,0.545935674
749,192099, resident,1.32593E+11,2.78305E+11,0.476430455
750,192103, resident,3.217E+11,3.59402E+11,0.895097356
751,192152, resident,17234283246,89258024056,0.193083854
754,192094, resident,4.36316E+11,1.30005E+12,0.335615655
755,192075, resident,9.22038E+11,1.50081E+12,0.614359227
758,192133, resident,2.03123E+11,5.71579E+11,0.355371624
760,192166, resident,884080939.9,1667502319,0.530182735
761,192026, resident,2.7388E+12,3.91985E+12,0.698701428
762,192113, resident,3.50056E+11,4.42993E+11,0.790207473
763,192128, resident,5.13625E+11,6.18953E+11,0.829828104
764,192173, resident,3772068432,5704460096,0.661248982
765,192141, resident,2.37633E+11,3.02913E+11,0.784494202
766,192178, resident,92008872,550804096,0.16704464
771,192172, resident,1.07099E+11,2.54865E+11,0.420217924
772,192175, resident,10391090960,12350257584,0.841366335
773,192177, resident,87098340576,1.24791E+11,0.69795333
774,192135, resident,1.13143E+12,1.31789E+12,0.858513291
775,192191, resident,27010932,29225458,0.924226132
778,192115, resident,4.19594E+11,1.01169E+12,0.414746903
779,192192, resident,8844174868,11054618672,0.800043414
780,192193, resident,1859608888,1962470344,0.947585727
781,192198, resident,1585427504,1850949640,0.856548158
782,192126, resident,1.09912E+12,1.83216E+12,0.599905133
783,192190, resident,2678852513,4323148544,0.619653127
784,192197, resident,73084782128,1.36264E+11,0.536348418
785,192171, resident,1.02676E+11,1.50206E+11,0.683568398
786,192169, resident,3.73929E+11,4.69721E+11,0.796065954
787,192163, resident,30115727998,1.14462E+11,0.263105636
789,192201, resident,45841270403,84653023154,0.54151959
790,192182, resident,2.11476E+11,4.82966E+11,0.437869085
791,192210, resident,108737536,761664320,0.142763069
792,192145, resident,53870690750,72517841616,0.742861199
793,192189, resident,2.74213E+11,3.71171E+11,0.738779479
794,192207, resident,56714828917,1.08146E+11,0.524430496
795,192120, resident,9.93301E+11,2.31638E+12,0.428816381
796,192159, resident,1.19823E+12,1.34262E+12,0.892452309
797,192158, resident,1.14913E+12,2.20607E+12,0.520896532
798,192180, resident,1.85502E+11,2.24241E+11,0.827244915
799,192219, resident,31336341,36624878,0.855602604
800,192064, resident,3.29822E+12,4.2595E+12,0.774320705
802,192222, resident,607873088,1883235968,0.322781159
804,192224, resident,5307241,5396355,0.983486261
805,192183, resident,1.15235E+12,1.40903E+12,0.817833523
806,192206, resident,2.08344E+11,3.62632E+11,0.574533369
807,192209, resident,44637356984,1.11957E+11,0.398702031
808,192229, resident,380982944,382567904,0.995857049
809,192160, resident,4.5583E+11,7.31149E+11,0.623443831
810,192213, resident,22492600326,23562943602,0.954575146
812,192227, resident,1166636876,17977871360,0.064892937
813,192196, resident,8.24413E+11,1.26226E+12,0.653125037
814,192187, resident,2.83168E+11,3.49705E+11,0.809735269
815,192225, resident,678486574,725914240,0.934664919
816,192221, resident,3121626356,3907002944,0.79898234
820,192202, resident,4.98675E+11,7.50665E+11,0.6643104
821,192228, resident,4563929312,13751349411,0.33188956
822,192216, resident,2318210500,5405471198,0.428863723
823,192203, resident,5.38008E+11,1.1357E+12,0.473723365
824,192138, resident,7.78238E+11,1.71397E+12,0.454056872
825,192217, resident,1.04729E+11,1.10581E+11,0.947083971
826,192162, resident,4.806E+11,9.64193E+11,0.498448001
827,193443, resident,18376068,19749020,0.930479993
828,193444, resident,82657512,83077744,0.994941702
829,192236, resident,1.18802E+11,1.4175E+11,0.838109285
830,193445, resident,24630956,27386068,0.899397314
831,193446, resident,2952321.75,4317849,0.683748262
832,192234, resident,40535723160,54639707064,0.741872996
835,193449, resident,258728326,310019612,0.834554706
836,192240, resident,65569860,66957824,0.979271071
837,194054, resident,151518884.5,180267828.5,0.840520939
838,194059, resident,135992956,268886040,0.505764286
840,194061, resident,86410808,91678624,0.942540412
841,192247, resident,43020399008,79900716384,0.538423195
844,192245, resident,40322507120,59982599744,0.672236737
845,192232, resident,2.90341E+11,4.16874E+11,0.696471528
846,194089, resident,19063.65234,28574.75,0.667150276
847,194084, resident,552345294.5,589060017,0.937672357
849,194046, resident,1080073833,1494619922,0.722641132
851,194096, resident,940685661.8,4137304870,0.227366774
852,194098, resident,1792501.5,219033136,0.0081837
853,194103, resident,359454592,1586296576,0.226599866
854,192124, resident,7.67962E+11,2.91377E+12,0.263563317
855,192165, resident,1.06075E+12,1.77851E+12,0.59642734
856,192246, resident,18972707612,89254807256,0.212567907
857,194109, resident,8526840.5,454290231,0.018769588
859,192214, resident,1.9698E+11,3.27852E+11,0.600821729
860,193447, resident,1258699832,2690525760,0.467826717
861,194094, resident,4286181542,5635713188,0.760539332
862,194083, resident,7974193884,9995686680,0.797763489
864,192244, resident,63407366752,72087664224,0.879586923
865,194121, resident,5459197480,8342397928,0.654391882
866,192230, resident,1.54083E+11,3.52632E+11,0.436950248
868,194827, resident,68473224,237686064,0.28808262
869,194108, resident,28443096992,34058098688,0.835134611
870,194829, resident,1075756944,1652358976,0.651043121
871,194123, resident,3669208718,4552057555,0.806054992
872,194124, resident,10481067356,15142189948,0.692176455
873,192212, resident,7.49012E+11,9.44376E+11,0.793129691
874,194113, resident,60618903104,79220048576,0.76519649
875,192220, resident,8.33576E+11,1.34507E+12,0.619726649
876,192248, resident,78182546203,84686714587,0.923197299
877,192199, resident,1.5266E+12,1.63458E+12,0.933941734
879,192226, resident,4.32767E+11,1.01436E+12,0.426641924
880,194915, resident,21948907392,33507332256,0.655047893
881,194114, resident,27290318854,42388124727,0.643819915
882,194798, resident,71454273920,1.15484E+11,0.618738209
883,194916, resident,1697198349,5499094093,0.308632353
884,194828, resident,39407863600,84218755840,0.467922652
885,194834, resident,1032009560,1896435296,0.544183902
886,192131, resident,3.2756E+12,4.06977E+12,0.804861358
888,195306, resident,7697117856,9857874752,0.780809054
889,195298, resident,15169272100,17489373092,0.867342244
890,192237, resident,7.2256E+11,1.14253E+12,0.632423379
891,195304, resident,6079177001,6532190446,0.930649076
892,194117, resident,93837840992,2.35734E+11,0.398067356
893,193454, resident,5.64953E+11,1.18946E+12,0.474967297
894,195299, resident,62199372228,1.26214E+11,0.492807996
895,194975, resident,3.60642E+11,4.11716E+11,0.875947031
896,194836, resident,2.34338E+11,9.18127E+11,0.255234731
897,194106, resident,4.09176E+11,5.31687E+11,0.769579752
898,195312, resident,75856022784,1.04195E+11,0.728019176
899,195310, resident,65377557440,1.21439E+11,0.538355224
900,195307, resident,92826753040,2.52575E+11,0.367521299
901,196003, resident,4214584550,6490128677,0.64938382
903,195305, resident,1.27462E+11,2.50786E+11,0.508250707
904,196005, resident,10324426592,26845795200,0.384582633
906,196553, resident,2921435392,3058022272,0.955334897
907,196008, resident,1030651700,1345022944,0.76627072
910,195296, resident,2.25414E+11,2.91996E+11,0.771977136
911,196006, resident,69675061760,1.00723E+11,0.691750975
912,192238, resident,1.03676E+12,1.64388E+12,0.63067445
913,194118, resident,2.48175E+11,6.27334E+11,0.395602841
914,192235, resident,1.55197E+12,2.71457E+12,0.571720693
915,195311, resident,34333731026,79783468498,0.430336405
916,196554, resident,31382200756,35515219328,0.883626832
919,195300, resident,2.16955E+11,2.6168E+11,0.829085423
920,196565, resident,14091362432,17617331776,0.799857925
921,196564, resident,9731844366,11314624700,0.86011199
923,196566, resident,6953774292,7680947472,0.905327672
924,196570, resident,3283618944,3955353776,0.830170733
925,196573, resident,241729929,345108589,0.700445995
927,196569, resident,19277434496,20818660544,0.92596901
928,194833, resident,1.37537E+11,1.63569E+11,0.840847226
933,196568, resident,26352253280,28884878560,0.91232003
935,196590, resident,1619799552,1723948032,0.939587228
937,195317, resident,1.74168E+11,2.9521E+11,0.589980602
938,195308, resident,96771975302,1.30071E+11,0.743991207
939,195302, resident,1.35696E+12,1.42441E+12,0.952651279
940,196600, resident,2016730.75,2386008.5,0.845232006
941,192211, resident,1.64667E+12,3.25463E+12,0.505946067
943,196599, resident,9182215648,9641257408,0.952387771
944,195314, resident,6.49307E+11,7.55996E+11,0.858876312
948,196011, resident,2.32817E+11,2.77368E+11,0.839379084
949,196593, resident,27919716032,30478406784,0.916049065
950,196596, resident,442756122.8,657091113.9,0.673812373
952,196609, resident,1785560437,1899762770,0.939886003
954,196559, resident,4.53857E+11,4.69891E+11,0.965876462
955,196616, resident,441700736,489054848,0.903172186
957,196612, resident,6554691216,6900763760,0.94985011
958,194797, resident,38685204205,52846679064,0.732027156
960,196620, resident,1595776480,1636772992,0.974952842
962,196615, resident,18020727744,20183222848,0.892856799
963,195318, resident,1.25729E+12,1.45196E+12,0.865926712
964,196619, resident,8873617056,9265185944,0.957737611
967,196561, resident,4.2008E+11,4.32382E+11,0.971548499
968,196627, resident,3648257426,3983481261,0.915846514
971,196631, resident,5235893952,5639581376,0.928418903
972,196633, resident,7258095808,7671726784,0.946083719
973,196610, resident,3784359424,5359453952,0.706109141
974,196607, resident,3.24254E+11,3.67006E+11,0.883511623
977,196636, resident,133137170,149962928,0.88780055
980,196604, resident,23571757642,25868994752,0.91119728
981,196560, resident,52124241540,56623521362,0.920540445
982,196644, resident,6503263.5,6562566.5,0.990963444
983,196643, resident,99738368,115942096,0.860242927
984,196635, resident,16376402240,17419639872,0.940111412
985,196634, resident,32227902272,32573526720,0.989389407
987,196650, resident,4600589568,5234560512,0.878887455
988,196647, resident,6201251296,7298948320,0.849608878
989,196649, resident,10478686048,11640346336,0.900203976
990,196642, resident,15491142720,15630809024,0.991064678
992,196645, resident,6047243472,6466483120,0.935167286
993,196652, resident,4465636128,5140231024,0.868761755
996,196651, resident,4296725992,4825442640,0.890431472
997,196657, resident,4699893760,5335502080,0.880871882
998,196656, resident,4932093440,5615216960,0.878344234
999,196659, resident,2875768704,3004478592,0.957160657
1000,196661, resident,487369344,489054848,0.996553548
1001,196602, resident,59522588468,67384645150,0.883325694
1002,196654, resident,30251604892,33051037419,0.915299708
1003,197253, resident,108459.2813,887401.5,0.122221206
1004,196662, resident,3803615296,3913068608,0.972028778
1006,192204, resident,3.83165E+12,5.91351E+12,0.647948054
1008,196660, resident,22769532550,28291390552,0.804821965
1009,196579, resident,11113665259,16769605437,0.662726699
1010,196613, resident,5840116064,9759943384,0.598376019
1011,196626, resident,6.31628E+11,6.97919E+11,0.90501708
1012,197428, resident,10317906792,16677662803,0.618666231
1013,197440, resident,7804418304,8876346112,0.879237718
1014,197432, resident,31580572608,31645060288,0.997962157
1015,197441, resident,7469657088,26888281856,0.277803436
1016,196646, resident,4.16158E+11,4.3564E+11,0.955278248
1017,197430, resident,1.77633E+11,2.25273E+11,0.788523479
1018,195313, resident,1.64517E+12,1.93361E+12,0.850826752
1019,197438, resident,31169691467,70451348912,0.442428597
1020,197434, resident,1178245323,2175468728,0.541605268
1021,195297, resident,2.05083E+12,2.76385E+12,0.742018435
1022,197431, resident,1.59633E+11,2.80825E+11,0.56844399
1023,196601, resident,13882610449,17901144405,0.775515248
1024,190633, resident,7.13357E+12,9.84345E+12,0.724702577
1025,197450, resident,14094863488,26078481920,0.54047868
1026,196641, resident,1.93344E+11,1.97563E+11,0.978645555
1027,197445, resident,1.42942E+11,2.33087E+11,0.613254979
1028,197444, resident,54797254608,92626341520,0.59159472
1029,197452, resident,5395209136,6946138960,0.776720588
1030,197437, resident,1.55869E+11,3.20573E+11,0.486220521
1033,197454, resident,3513724288,4401833856,0.798241007
1034,197442, resident,1.10113E+11,2.37447E+11,0.463735988
1035,197453, resident,15700385728,23950845952,0.65552531
